Date,Price,Open,High,Low,Change %
1-Aug-16,4533.71,4533.71,4533.71,4533.71,0.18%
2-Aug-16,4552.36,4552.36,4552.36,4552.36,0.41%
3-Aug-16,4575.97,4575.97,4575.97,4575.97,0.52%
4-Aug-16,4577.57,4577.57,4577.57,4577.57,0.03%
7-Aug-16,4568.42,4568.42,4568.42,4568.42,-0.20%
8-Aug-16,4569.12,4569.12,4569.12,4569.12,0.02%
9-Aug-16,4567.68,4567.68,4567.68,4567.68,-0.03%
10-Aug-16,4569.28,4569.28,4569.28,4569.28,0.04%
11-Aug-16,4574.36,4574.36,4574.36,4574.36,0.11%
14-Aug-16,4577.08,4577.08,4577.08,4577.08,0.06%
16-Aug-16,4586.25,4586.25,4586.25,4586.25,0.20%
17-Aug-16,4595.23,4595.23,4595.23,4595.23,0.20%
18-Aug-16,4585.08,4585.08,4585.08,4585.08,-0.22%
21-Aug-16,4579.03,4579.03,4579.03,4579.03,-0.13%
22-Aug-16,4577.84,4577.84,4577.84,4577.84,-0.03%
23-Aug-16,4563.68,4563.68,4563.68,4563.68,-0.31%
24-Aug-16,4554.27,4554.27,4554.27,4554.27,-0.21%
28-Aug-16,4534.55,4534.55,4534.55,4534.55,-0.43%
29-Aug-16,4534.04,4534.04,4534.04,4534.04,-0.01%
30-Aug-16,4523.65,4523.65,4523.65,4523.65,-0.23%
31-Aug-16,4526.57,4526.57,4526.57,4526.57,0.06%
1-Sep-16,4549.04,4549.04,4549.04,4549.04,0.50%
4-Sep-16,4557.43,4557.43,4557.43,4557.43,0.18%
5-Sep-16,4563.69,4563.69,4563.69,4563.69,0.14%
6-Sep-16,4568.35,4568.35,4568.35,4568.35,0.10%
7-Sep-16,4594.67,4594.67,4594.67,4594.67,0.58%
8-Sep-16,4601.08,4601.08,4601.08,4601.08,0.14%
14-Sep-16,4601.08,4601.08,4601.08,4601.08,0.00%
18-Sep-16,4623.98,4623.98,4623.98,4623.98,0.50%
19-Sep-16,4626.17,4626.17,4626.17,4626.17,0.05%
20-Sep-16,4639.13,4639.13,4639.13,4639.13,0.28%
21-Sep-16,4660.14,4660.14,4660.14,4660.14,0.45%
22-Sep-16,4665.35,4665.35,4665.35,4665.35,0.11%
24-Sep-16,4680.31,4665.35,4689.9,4665.35,0.32%
25-Sep-16,4673.43,4673.43,4673.43,4673.43,-0.15%
26-Sep-16,4683.99,4683.99,4683.99,4683.99,0.23%
27-Sep-16,4677.68,4677.68,4677.68,4677.68,-0.13%
28-Sep-16,4690.63,4690.63,4690.63,4690.63,0.28%
29-Sep-16,4695.18,4695.18,4695.18,4695.18,0.10%
2-Oct-16,4690.93,4690.93,4690.93,4690.93,-0.09%
3-Oct-16,4691.13,4691.13,4691.13,4691.13,0.00%
4-Oct-16,4708.78,4708.78,4708.78,4708.78,0.38%
5-Oct-16,4714.05,4714.05,4714.05,4714.05,0.11%
6-Oct-16,4723.72,4723.72,4723.72,4723.72,0.21%
9-Oct-16,4698.63,4698.63,4698.63,4698.63,-0.53%
10-Oct-16,4689.31,4689.31,4689.31,4689.31,-0.20%
13-Oct-16,4701.31,4701.31,4701.31,4701.31,0.26%
16-Oct-16,4709.62,4709.62,4709.62,4709.62,0.18%
17-Oct-16,4692.94,4692.94,4692.94,4692.94,-0.35%
18-Oct-16,4711.85,4711.85,4711.85,4711.85,0.40%
19-Oct-16,4702.51,4702.51,4702.51,4702.51,-0.20%
20-Oct-16,4692.43,4692.43,4692.43,4692.43,-0.21%
23-Oct-16,4693,4693,4693,4693,0.01%
24-Oct-16,4693.7,4693.7,4693.7,4693.7,0.01%
25-Oct-16,4681.86,4681.86,4681.86,4681.86,-0.25%
26-Oct-16,4658.2,4658.2,4658.2,4658.2,-0.51%
27-Oct-16,4636.23,4636.23,4636.23,4636.23,-0.47%
30-Oct-16,4605.08,4605.08,4605.08,4605.08,-0.67%
31-Oct-16,4592.17,4592.17,4592.17,4592.17,-0.28%
1-Nov-16,4596.86,4596.86,4596.86,4596.86,0.10%
2-Nov-16,4633.18,4633.18,4633.18,4633.18,0.79%
3-Nov-16,4672.87,4672.87,4672.87,4672.87,0.86%
6-Nov-16,4672.39,4672.39,4672.39,4672.39,-0.01%
7-Nov-16,4689.18,4689.18,4689.18,4689.18,0.36%
8-Nov-16,4691.06,4691.06,4691.06,4691.06,0.04%
9-Nov-16,4671.25,4671.25,4671.25,4671.25,-0.42%
10-Nov-16,4677.13,4677.13,4677.13,4677.13,0.13%
13-Nov-16,4667.19,4667.19,4667.19,4667.19,-0.21%
14-Nov-16,4644.98,4644.98,4644.98,4644.98,-0.48%
15-Nov-16,4664.8,4664.8,4664.8,4664.8,0.43%
16-Nov-16,4676.75,4676.75,4676.75,4676.75,0.26%
17-Nov-16,4698.54,4698.54,4698.54,4698.54,0.47%
20-Nov-16,4721.98,4721.98,4721.98,4721.98,0.50%
21-Nov-16,4721.4,4721.4,4721.4,4721.4,-0.01%
22-Nov-16,4750.2,4750.2,4750.2,4750.2,0.61%
23-Nov-16,4765.35,4765.35,4765.35,4765.35,0.32%
24-Nov-16,4791.33,4791.33,4791.33,4791.33,0.55%
27-Nov-16,4786.57,4786.57,4786.57,4786.57,-0.10%
28-Nov-16,4797.64,4797.64,4797.64,4797.64,0.23%
29-Nov-16,4793.3,4793.3,4793.3,4793.3,-0.09%
30-Nov-16,4801.24,4801.24,4801.24,4801.24,0.17%
1-Dec-16,4823.02,4823.02,4823.02,4823.02,0.45%
4-Dec-16,4822.29,4822.29,4822.29,4822.29,-0.02%
5-Dec-16,4836.32,4836.32,4836.32,4836.32,0.29%
6-Dec-16,4846.09,4846.09,4846.09,4846.09,0.20%
7-Dec-16,4871.28,4871.28,4871.28,4871.28,0.52%
8-Dec-16,4892.81,4892.81,4892.81,4892.81,0.44%
11-Dec-16,4861.12,4861.12,4861.12,4861.12,-0.65%
12-Dec-16,4869.59,4869.59,4869.59,4869.59,0.17%
14-Dec-16,4906.92,4906.92,4906.92,4906.92,0.77%
15-Dec-16,4925.72,4925.72,4925.72,4925.72,0.38%
18-Dec-16,4938.58,4938.58,4938.58,4938.58,0.26%
19-Dec-16,4941.65,4941.65,4941.65,4941.65,0.06%
20-Dec-16,4931.17,4931.17,4931.17,4931.17,-0.21%
21-Dec-16,4924.33,4924.33,4924.33,4924.33,-0.14%
22-Dec-16,4956.73,4956.73,4956.73,4956.73,0.66%
26-Dec-16,4993.53,4993.53,4993.53,4993.53,0.74%
27-Dec-16,5016.74,5016.74,5016.74,5016.74,0.46%
28-Dec-16,5027.91,5027.91,5027.91,5027.91,0.22%
29-Dec-16,5036.05,5036.05,5036.05,5036.05,0.16%
1-Jan-17,5083.89,5083.89,5083.89,5083.89,0.95%
2-Jan-17,5119.58,5119.58,5119.58,5119.58,0.70%
3-Jan-17,5137.73,5137.73,5137.73,5137.73,0.35%
4-Jan-17,5156.6,5156.6,5156.6,5156.6,0.37%
5-Jan-17,5182.24,5182.24,5182.24,5182.24,0.50%
8-Jan-17,5158.69,5158.69,5158.69,5158.69,-0.45%
9-Jan-17,5214.6,5214.6,5214.6,5214.6,1.08%
10-Jan-17,5277.39,5277.39,5277.39,5277.39,1.20%
11-Jan-17,5333.87,5333.87,5333.87,5333.87,1.07%
12-Jan-17,5342.87,5342.87,5342.87,5342.87,0.17%
15-Jan-17,5422.79,5422.79,5422.79,5422.79,1.50%
16-Jan-17,5477.86,5477.86,5477.86,5477.86,1.02%
17-Jan-17,5575.47,5575.47,5575.47,5575.47,1.78%
18-Jan-17,5533.49,5533.49,5533.49,5533.49,-0.75%
19-Jan-17,5534.06,5534.06,5534.06,5534.06,0.01%
22-Jan-17,5602.84,5602.84,5602.84,5602.84,1.24%
23-Jan-17,5669.79,5669.79,5669.79,5669.79,1.19%
24-Jan-17,5708.24,5708.24,5708.24,5708.24,0.68%
25-Jan-17,5621.27,5621.27,5621.27,5621.27,-1.52%
26-Jan-17,5618.64,5618.64,5618.64,5618.64,-0.05%
29-Jan-17,5500.85,5500.85,5500.85,5500.85,-2.10%
30-Jan-17,5421.2,5421.2,5421.2,5421.2,-1.45%
31-Jan-17,5468.34,5468.34,5468.34,5468.34,0.87%
1-Feb-17,5473.89,5473.89,5473.89,5473.89,0.10%
2-Feb-17,5365.13,5365.13,5365.13,5365.13,-1.99%
5-Feb-17,5322.86,5322.86,5322.86,5322.86,-0.79%
6-Feb-17,5363.09,5363.09,5363.09,5363.09,0.76%
7-Feb-17,5392.1,5392.1,5392.1,5392.1,0.54%
8-Feb-17,5488.23,5488.23,5488.23,5488.23,1.78%
9-Feb-17,5512.46,5512.46,5512.46,5512.46,0.44%
12-Feb-17,5546.28,5546.28,5546.28,5546.28,0.61%
13-Feb-17,5558.57,5558.57,5558.57,5558.57,0.22%
14-Feb-17,5598.71,5598.71,5598.71,5598.71,0.72%
15-Feb-17,5580.63,5580.63,5580.63,5580.63,-0.32%
16-Feb-17,5590.66,5590.66,5590.66,5590.66,0.18%
19-Feb-17,5583,5583,5583,5583,-0.14%
20-Feb-17,5604.99,5604.99,5604.99,5604.99,0.39%
22-Feb-17,5625.83,5625.83,5625.83,5625.83,0.37%
23-Feb-17,5625.33,5625.33,5625.33,5625.33,-0.01%
26-Feb-17,5635.11,5635.11,5635.11,5635.11,0.17%
27-Feb-17,5620.24,5620.24,5620.24,5620.24,-0.26%
28-Feb-17,5612.69,5612.69,5612.69,5612.69,-0.13%
1-Mar-17,5597.21,5597.21,5597.21,5597.21,-0.28%
2-Mar-17,5586.74,5586.74,5586.74,5586.74,-0.19%
5-Mar-17,5573.07,5573.07,5573.07,5573.07,-0.24%
6-Mar-17,5588.83,5588.83,5588.83,5588.83,0.28%
7-Mar-17,5622.49,5622.49,5622.49,5622.49,0.60%
8-Mar-17,5649.98,5649.98,5649.98,5649.98,0.49%
9-Mar-17,5671.61,5671.61,5671.61,5671.61,0.38%
12-Mar-17,5676.25,5676.25,5676.25,5676.25,0.08%
13-Mar-17,5659.72,5659.72,5659.72,5659.72,-0.29%
14-Mar-17,5681.25,5681.25,5681.25,5681.25,0.38%
15-Mar-17,5684.31,5684.31,5684.31,5684.31,0.05%
16-Mar-17,5701.27,5701.27,5701.27,5701.27,0.30%
19-Mar-17,5695.45,5695.45,5695.45,5695.45,-0.10%
20-Mar-17,5695.72,5695.72,5695.72,5695.72,0.00%
21-Mar-17,5724.85,5724.85,5724.85,5724.85,0.51%
22-Mar-17,5736.3,5736.3,5736.3,5736.3,0.20%
23-Mar-17,5726.23,5726.23,5726.23,5726.23,-0.18%
27-Mar-17,5697.93,5697.93,5697.93,5697.93,-0.49%
28-Mar-17,5737.41,5737.41,5737.41,5737.41,0.69%
29-Mar-17,5733.24,5733.24,5733.24,5733.24,-0.07%
30-Mar-17,5719.61,5719.61,5719.61,5719.61,-0.24%
2-Apr-17,5691.37,5691.37,5691.37,5691.37,-0.49%
3-Apr-17,5739.33,5739.33,5739.33,5739.33,0.84%
4-Apr-17,5777.11,5777.11,5777.11,5777.11,0.66%
5-Apr-17,5756.92,5756.92,5756.92,5756.92,-0.35%
6-Apr-17,5736.4,5736.4,5736.4,5736.4,-0.36%
9-Apr-17,5700.79,5700.79,5700.79,5700.79,-0.62%
10-Apr-17,5689.67,5689.67,5689.67,5689.67,-0.20%
11-Apr-17,5683.46,5683.46,5683.46,5683.46,-0.11%
12-Apr-17,5646.37,5646.37,5646.37,5646.37,-0.65%
13-Apr-17,5645.86,5645.86,5645.86,5645.86,-0.01%
16-Apr-17,5592.83,5592.83,5592.83,5592.83,-0.94%
17-Apr-17,5596.12,5596.12,5596.12,5596.12,0.06%
18-Apr-17,5571.52,5571.52,5571.52,5571.52,-0.44%
19-Apr-17,5555.09,5555.09,5555.09,5555.09,-0.29%
20-Apr-17,5521.66,5521.66,5521.66,5521.66,-0.60%
23-Apr-17,5438.24,5438.24,5438.24,5438.24,-1.51%
24-Apr-17,5435.63,5435.63,5435.63,5435.63,-0.05%
25-Apr-17,5469.46,5469.46,5469.46,5469.46,0.62%
26-Apr-17,5517.37,5517.37,5517.37,5517.37,0.88%
27-Apr-17,5534.42,5534.42,5534.42,5534.42,0.31%
30-Apr-17,5475.55,5475.55,5475.55,5475.55,-1.06%
2-May-17,5521.38,5521.38,5521.38,5521.38,0.84%
3-May-17,5545.1,5545.1,5545.1,5545.1,0.43%
4-May-17,5540.71,5540.71,5540.71,5540.71,-0.08%
7-May-17,5533.44,5533.44,5533.44,5533.44,-0.13%
8-May-17,5529.5,5529.5,5529.5,5529.5,-0.07%
9-May-17,5511.05,5511.05,5511.05,5511.05,-0.33%
11-May-17,5496.2,5496.2,5496.2,5496.2,-0.27%
14-May-17,5460.07,5460.07,5460.07,5460.07,-0.66%
15-May-17,5428.05,5428.05,5428.05,5428.05,-0.59%
16-May-17,5435.68,5435.68,5435.68,5435.68,0.14%
17-May-17,5429.66,5429.66,5429.66,5429.66,-0.11%
18-May-17,5399.66,5399.66,5399.66,5399.66,-0.55%
21-May-17,5363.72,5363.72,5363.72,5363.72,-0.67%
22-May-17,5385.35,5385.35,5385.35,5385.35,0.40%
23-May-17,5394.81,5394.81,5394.81,5394.81,0.18%
24-May-17,5412.68,5412.68,5412.68,5412.68,0.33%
25-May-17,5413.81,5413.81,5413.81,5413.81,0.02%
28-May-17,5372.86,5372.86,5372.86,5372.86,-0.76%
29-May-17,5356.58,5356.58,5356.58,5356.58,-0.30%
30-May-17,5373.25,5373.25,5373.25,5373.25,0.31%
31-May-17,5403.11,5403.11,5403.11,5403.11,0.56%
1-Jun-17,5438.7,5438.7,5438.7,5438.7,0.66%
4-Jun-17,5443.99,5443.99,5443.99,5443.99,0.10%
5-Jun-17,5482.52,5482.52,5482.52,5482.52,0.71%
6-Jun-17,5500.65,5500.65,5500.65,5500.65,0.33%
7-Jun-17,5489.87,5489.87,5489.87,5489.87,-0.20%
8-Jun-17,5475.74,5475.74,5475.74,5475.74,-0.26%
11-Jun-17,5455.17,5455.17,5455.17,5455.17,-0.38%
12-Jun-17,5450.11,5450.11,5450.11,5450.11,-0.09%
13-Jun-17,5454.78,5454.78,5454.78,5454.78,0.09%
14-Jun-17,5459.72,5459.72,5459.72,5459.72,0.09%
15-Jun-17,5468.32,5468.32,5468.32,5468.32,0.16%
18-Jun-17,5461.63,5461.63,5461.63,5461.63,-0.12%
19-Jun-17,5478.82,5478.82,5478.82,5478.82,0.31%
20-Jun-17,5527.22,5527.22,5527.22,5527.22,0.88%
21-Jun-17,5567.69,5567.69,5567.69,5567.69,0.73%
22-Jun-17,5599.07,5599.07,5599.07,5599.07,0.56%
28-Jun-17,5646.28,5646.28,5646.28,5646.28,0.84%
29-Jun-17,5656.04,5656.04,5656.04,5656.04,0.17%
2-Jul-17,5654.62,5654.62,5654.62,5654.62,-0.03%
3-Jul-17,5726.37,5726.37,5726.37,5726.37,1.27%
4-Jul-17,5760.5,5760.5,5760.5,5760.5,0.60%
5-Jul-17,5782.65,5782.65,5782.65,5782.65,0.38%
6-Jul-17,5749.65,5749.65,5749.65,5749.65,-0.57%
9-Jul-17,5774.29,5774.29,5774.29,5774.29,0.43%
10-Jul-17,5827.18,5827.18,5827.18,5827.18,0.92%
11-Jul-17,5830.77,5830.77,5830.77,5830.77,0.06%
12-Jul-17,5790.78,5790.78,5790.78,5790.78,-0.69%
13-Jul-17,5834.86,5834.86,5834.86,5834.86,0.76%
16-Jul-17,5844.72,5844.72,5844.72,5844.72,0.17%
17-Jul-17,5824.42,5824.42,5824.42,5824.42,-0.35%
18-Jul-17,5819.26,5819.26,5819.26,5819.26,-0.09%
19-Jul-17,5775.59,5775.59,5775.59,5775.59,-0.75%
20-Jul-17,5782.47,5782.47,5782.47,5782.47,0.12%
23-Jul-17,5775.59,5775.59,5775.59,5775.59,-0.12%
24-Jul-17,5798.11,5798.11,5798.11,5798.11,0.39%
25-Jul-17,5801.89,5801.89,5801.89,5801.89,0.07%
26-Jul-17,5824.42,5824.42,5824.42,5824.42,0.39%
27-Jul-17,5815.07,5815.07,5815.07,5815.07,-0.16%
30-Jul-17,5802.04,5802.04,5802.04,5802.04,-0.22%
31-Jul-17,5860.64,5860.64,5860.64,5860.64,1.01%
1-Aug-17,5876.26,5876.26,5876.26,5876.26,0.27%
2-Aug-17,5891.16,5891.16,5891.16,5891.16,0.25%
3-Aug-17,5880.44,5880.44,5880.44,5880.44,-0.18%
6-Aug-17,5907.62,5907.62,5907.62,5907.62,0.46%
7-Aug-17,5913.59,5913.59,5913.59,5913.59,0.10%
8-Aug-17,5897.67,5897.67,5897.67,5897.67,-0.27%
9-Aug-17,5890.12,5890.12,5890.12,5890.12,-0.13%
10-Aug-17,5901.8,5901.8,5901.8,5901.8,0.20%
13-Aug-17,5921.59,5921.59,5921.59,5921.59,0.34%
16-Aug-17,5883.24,5883.24,5883.24,5883.24,-0.65%
17-Aug-17,5861.11,5861.11,5861.11,5861.11,-0.38%
20-Aug-17,5819.27,5819.27,5819.27,5819.27,-0.71%
21-Aug-17,5844.1,5844.1,5844.1,5844.1,0.43%
22-Aug-17,5862.33,5862.33,5862.33,5862.33,0.31%
23-Aug-17,5855.87,5855.87,5855.87,5855.87,-0.11%
24-Aug-17,5885.42,5885.42,5885.42,5885.42,0.50%
27-Aug-17,5915.42,5915.42,5915.42,5915.42,0.51%
28-Aug-17,5947.24,5947.24,5947.24,5947.24,0.54%
29-Aug-17,5948.5,5948.5,5948.5,5948.5,0.02%
30-Aug-17,5973.94,5973.94,5973.94,5973.94,0.43%
31-Aug-17,6006.43,6006.43,6006.43,6006.43,0.54%
4-Sep-17,6038.37,6038.37,6038.37,6038.37,0.53%
5-Sep-17,6083,6083,6083,6083,0.74%
6-Sep-17,6069.17,6069.17,6069.17,6069.17,-0.23%
7-Sep-17,6114.98,6114.98,6114.98,6114.98,0.75%
10-Sep-17,6167.49,6167.49,6167.49,6167.49,0.86%
11-Sep-17,6151.2,6151.2,6151.2,6151.2,-0.26%
12-Sep-17,6149.39,6149.39,6149.39,6149.39,-0.03%
13-Sep-17,6184.57,6184.57,6184.57,6184.57,0.57%
14-Sep-17,6203.9,6203.9,6203.9,6203.9,0.31%
17-Sep-17,6240.57,6240.57,6240.57,6240.57,0.59%
18-Sep-17,6235.94,6235.94,6235.94,6235.94,-0.07%
19-Sep-17,6236.58,6236.58,6236.58,6236.58,0.01%
20-Sep-17,6172.91,6172.91,6172.91,6172.91,-1.02%
21-Sep-17,6170.47,6170.47,6170.47,6170.47,-0.04%
24-Sep-17,6165.32,6165.32,6165.32,6165.32,-0.08%
25-Sep-17,6106.24,6106.24,6106.24,6106.24,-0.96%
26-Sep-17,6104.27,6104.27,6104.27,6104.27,-0.03%
27-Sep-17,6079.32,6079.32,6079.32,6079.32,-0.41%
28-Sep-17,6092.84,6092.84,6092.84,6092.84,0.22%
2-Oct-17,6092.95,6092.95,6092.95,6092.95,0.00%
3-Oct-17,6133.22,6133.22,6133.22,6133.22,0.66%
4-Oct-17,6159.95,6159.95,6159.95,6159.95,0.44%
5-Oct-17,6202.31,6202.31,6202.31,6202.31,0.69%
8-Oct-17,6205.5,6205.5,6205.5,6205.5,0.05%
9-Oct-17,6128.89,6128.89,6128.89,6128.89,-1.23%
10-Oct-17,6141.81,6141.81,6141.81,6141.81,0.21%
11-Oct-17,6108.57,6108.57,6108.57,6108.57,-0.54%
12-Oct-17,6064.4,6064.4,6064.4,6064.4,-0.72%
15-Oct-17,6008.94,6008.94,6008.94,6008.94,-0.91%
16-Oct-17,6013.84,6013.84,6013.84,6013.84,0.08%
17-Oct-17,6031.74,6031.74,6031.74,6031.74,0.30%
18-Oct-17,6025.27,6025.27,6025.27,6025.27,-0.11%
19-Oct-17,6039.55,6039.55,6039.55,6039.55,0.24%
22-Oct-17,6041.2,6041.2,6041.2,6041.2,0.03%
23-Oct-17,5981.95,5981.95,5981.95,5981.95,-0.98%
24-Oct-17,5968.02,5968.02,5968.02,5968.02,-0.23%
25-Oct-17,6001.52,6001.52,6001.52,6001.52,0.56%
26-Oct-17,6018.25,6018.25,6018.25,6018.25,0.28%
29-Oct-17,5995.41,5995.41,5995.41,5995.41,-0.38%
30-Oct-17,5996.24,5996.24,5996.24,5996.24,0.01%
31-Oct-17,6019.59,6019.59,6019.59,6019.59,0.39%
1-Nov-17,6072.33,6072.33,6072.33,6072.33,0.88%
2-Nov-17,6099.02,6099.02,6099.02,6099.02,0.44%
5-Nov-17,6072.99,6072.99,6072.99,6072.99,-0.43%
6-Nov-17,6104.5,6104.5,6104.5,6104.5,0.52%
7-Nov-17,6129.69,6129.69,6129.69,6129.69,0.41%
8-Nov-17,6159.07,6159.07,6159.07,6159.07,0.48%
9-Nov-17,6193.56,6193.56,6193.56,6193.56,0.56%
12-Nov-17,6223.78,6223.78,6223.78,6223.78,0.49%
13-Nov-17,6216.61,6216.61,6216.61,6216.61,-0.12%
14-Nov-17,6252.14,6252.14,6252.14,6252.14,0.57%
15-Nov-17,6235.71,6235.71,6235.71,6235.71,-0.26%
16-Nov-17,6282.09,6282.09,6282.09,6282.09,0.74%
19-Nov-17,6306.95,6306.95,6306.95,6306.95,0.40%
20-Nov-17,6319.12,6319.12,6319.12,6319.12,0.19%
21-Nov-17,6281.87,6281.87,6281.87,6281.87,-0.59%
22-Nov-17,6289.33,6289.33,6289.33,6289.33,0.12%
23-Nov-17,6322.51,6322.51,6322.51,6322.51,0.53%
26-Nov-17,6336.88,6336.88,6336.88,6336.88,0.23%
27-Nov-17,6302.45,6302.45,6302.45,6302.45,-0.54%
28-Nov-17,6272.57,6272.57,6272.57,6272.57,-0.47%
29-Nov-17,6278.55,6278.55,6278.55,6278.55,0.10%
30-Nov-17,6306.86,6306.86,6306.86,6306.86,0.45%
3-Dec-17,6296.2,6296.2,6296.2,6296.2,-0.17%
4-Dec-17,6262.76,6262.76,6262.76,6262.76,-0.53%
5-Dec-17,6286.75,6286.75,6286.75,6286.75,0.38%
6-Dec-17,6266.29,6266.29,6266.29,6266.29,-0.33%
7-Dec-17,6248.22,6248.22,6248.22,6248.22,-0.29%
10-Dec-17,6204.43,6204.43,6204.43,6204.43,-0.70%
11-Dec-17,6196.65,6196.65,6196.65,6196.65,-0.13%
12-Dec-17,6251.6,6251.6,6251.6,6251.6,0.89%
13-Dec-17,6224.07,6224.07,6224.07,6224.07,-0.44%
14-Dec-17,6230.01,6230.01,6230.01,6230.01,0.10%
17-Dec-17,6213.08,6213.08,6213.08,6213.08,-0.27%
18-Dec-17,6224.6,6224.6,6224.6,6224.6,0.19%
19-Dec-17,6228.65,6228.65,6228.65,6228.65,0.07%
20-Dec-17,6196.48,6196.48,6196.48,6196.48,-0.52%
21-Dec-17,6182.78,6182.78,6182.78,6182.78,-0.22%
24-Dec-17,6159.3,6159.3,6159.3,6159.3,-0.38%
26-Dec-17,6167.56,6167.56,6167.56,6167.56,0.13%
27-Dec-17,6186.46,6186.46,6186.46,6186.46,0.31%
28-Dec-17,6244.52,6244.52,6244.52,6244.52,0.94%
1-Jan-18,6254.41,6254.41,6254.41,6254.41,0.16%
2-Jan-18,6279.96,6279.96,6279.96,6279.96,0.41%
3-Jan-18,6318.27,6318.27,6318.27,6318.27,0.61%
4-Jan-18,6302.84,6302.84,6302.84,6302.84,-0.24%
7-Jan-18,6268.42,6268.42,6268.42,6268.42,-0.55%
8-Jan-18,6210.5,6210.5,6210.5,6210.5,-0.92%
9-Jan-18,6198.53,6198.53,6198.53,6198.53,-0.19%
10-Jan-18,6172.44,6172.44,6172.44,6172.44,-0.42%
11-Jan-18,6179.32,6179.32,6179.32,6179.32,0.11%
14-Jan-18,6117.89,6117.89,6117.89,6117.89,-0.99%
15-Jan-18,6057.85,6057.85,6057.85,6057.85,-0.98%
16-Jan-18,6128.8,6128.8,6128.8,6128.8,1.17%
17-Jan-18,6098.32,6098.32,6098.32,6098.32,-0.50%
18-Jan-18,6122.23,6122.23,6122.23,6122.23,0.39%
21-Jan-18,6147.19,6147.19,6147.19,6147.19,0.41%
22-Jan-18,6195,6195,6195,6195,0.78%
23-Jan-18,6206.72,6206.72,6206.72,6206.72,0.19%
24-Jan-18,6200.68,6200.68,6200.68,6200.68,-0.10%
25-Jan-18,6215.8,6215.8,6215.8,6215.8,0.24%
28-Jan-18,6144.72,6144.72,6144.72,6144.72,-1.14%
29-Jan-18,6176.44,6176.44,6176.44,6176.44,0.52%
30-Jan-18,6127.8,6127.8,6127.8,6127.8,-0.79%
31-Jan-18,6039.78,6039.78,6039.78,6039.78,-1.44%
1-Feb-18,6021.44,6021.44,6021.44,6021.44,-0.30%
4-Feb-18,5888.29,5888.29,5888.29,5888.29,-2.21%
5-Feb-18,5869.78,5869.78,5869.78,5869.78,-0.31%
6-Feb-18,5949.24,5949.24,5949.24,5949.24,1.35%
7-Feb-18,5936.34,5936.34,5936.34,5936.34,-0.22%
8-Feb-18,5965.62,5965.62,5965.62,5965.62,0.49%
11-Feb-18,6093.95,6093.95,6093.95,6093.95,2.15%
12-Feb-18,6082.29,6082.29,6082.29,6082.29,-0.19%
13-Feb-18,6088.37,6088.37,6088.37,6088.37,0.10%
14-Feb-18,6102.3,6102.3,6102.3,6102.3,0.23%
15-Feb-18,6050.19,6050.19,6050.19,6050.19,-0.85%
18-Feb-18,5950.75,5950.75,5950.75,5950.75,-1.64%
19-Feb-18,5940.24,5940.24,5940.24,5940.24,-0.18%
20-Feb-18,5909.03,5909.03,5909.03,5909.03,-0.53%
22-Feb-18,5906.98,5906.98,5906.98,5906.98,-0.03%
25-Feb-18,5832.12,5832.12,5832.12,5832.12,-1.27%
26-Feb-18,5774.57,5774.57,5774.57,5774.57,-0.99%
27-Feb-18,5798.42,5798.42,5798.42,5798.42,0.41%
28-Feb-18,5804.94,5804.94,5804.94,5804.94,0.11%
1-Mar-18,5870.83,5870.83,5870.83,5870.83,1.14%
4-Mar-18,5883.38,5883.38,5883.38,5883.38,0.21%
5-Mar-18,5835.33,5835.33,5835.33,5835.33,-0.82%
6-Mar-18,5847.81,5847.81,5847.81,5847.81,0.21%
7-Mar-18,5822.18,5822.18,5822.18,5822.18,-0.44%
8-Mar-18,5827.98,5827.98,5827.98,5827.98,0.10%
11-Mar-18,5773.36,5773.36,5773.36,5773.36,-0.94%
12-Mar-18,5705.57,5705.57,5705.57,5705.57,-1.17%
13-Mar-18,5623.64,5623.64,5623.64,5623.64,-1.44%
14-Mar-18,5635.05,5635.05,5635.05,5635.05,0.20%
15-Mar-18,5720.59,5720.59,5720.59,5720.59,1.52%
18-Mar-18,5721.69,5721.69,5721.69,5721.69,0.02%
19-Mar-18,5663.76,5663.76,5663.76,5663.76,-1.01%
20-Mar-18,5648.9,5648.9,5648.9,5648.9,-0.26%
21-Mar-18,5572.05,5572.05,5572.05,5572.05,-1.36%
22-Mar-18,5580.58,5580.58,5580.58,5580.58,0.15%
25-Mar-18,5570.18,5570.18,5570.18,5570.18,-0.19%
27-Mar-18,5491.79,5491.79,5491.79,5491.79,-1.41%
28-Mar-18,5488.86,5488.86,5488.86,5488.86,-0.05%
29-Mar-18,5597.44,5597.44,5597.44,5597.44,1.98%
1-Apr-18,5747.14,5747.14,5747.14,5747.14,2.67%
2-Apr-18,5827.51,5827.51,5827.51,5827.51,1.40%
3-Apr-18,5790.28,5790.28,5790.28,5790.28,-0.64%
4-Apr-18,5793.05,5793.05,5793.05,5793.05,0.05%
5-Apr-18,5841.19,5841.19,5841.19,5841.19,0.83%
8-Apr-18,5865.38,5865.38,5865.38,5865.38,0.41%
9-Apr-18,5879.41,5879.41,5879.41,5879.41,0.24%
10-Apr-18,5859.6,5859.6,5859.6,5859.6,-0.34%
11-Apr-18,5833.26,5833.26,5833.26,5833.26,-0.45%
12-Apr-18,5813.13,5813.13,5813.13,5813.13,-0.35%
